"FIPSCode","YEAR","TEMPERATURE_MA","TEMPERATURE_INDEX"
13071,2010,82,"Hotter"
13049,2010,82.3,"Hotter"
13005,2010,82.5,"Hotter"
13043,2010,83,"Hotter"
8003,2010,29.9,"Hotter"
8085,2010,33.8,"Hotter"
13003,2010,82.3,"Hotter"
13029,2010,83,"Hotter"
13039,2010,82.5,"Hotter"
13065,2010,82.3,"Hotter"
13073,2010,81.9,"Hotter"
13075,2010,82,"Hotter"
8091,2010,29.9,"Hotter"
13025,2010,82.3,"Hotter"
13027,2010,82,"Hotter"
13033,2010,82.5,"Hotter"
13101,2010,82.2,"Hotter"
13159,2010,81.1,"Hotter"
13171,2010,80.8,"Hotter"
13191,2010,83.1,"Hotter"
13095,2010,82.7,"Hotter"
13131,2010,82.4,"Hotter"
13183,2010,83,"Hotter"
13155,2010,82.1,"Hotter"
13255,2010,80.9,"Hotter"
13277,2010,82,"Hotter"
13299,2010,82.4,"Hotter"
13107,2010,82.6,"Hotter"
13109,2010,83.1,"Hotter"
13173,2010,82.1,"Hotter"
13179,2010,83,"Hotter"
13185,2010,81.9,"Hotter"
13287,2010,82,"Hotter"
13321,2010,82.2,"Hotter"
13081,2010,82.2,"Hotter"
13103,2010,82.8,"Hotter"
13165,2010,82.7,"Hotter"
13205,2010,82.5,"Hotter"
13163,2010,81.8,"Hotter"
13229,2010,82.6,"Hotter"
13275,2010,82.2,"Hotter"
13127,2010,82.8,"Hotter"
13151,2010,80.9,"Hotter"
13181,2010,81.5,"Hotter"
13245,2010,82.6,"Hotter"
13251,2010,82.6,"Hotter"
13305,2010,82.8,"Hotter"
13267,2010,83.1,"Hotter"
21001,2010,77.6,"Hotter"
21019,2010,75.4,"Hotter"
21061,2010,79.1,"Hotter"
21075,2010,81.1,"Hotter"
21101,2010,79.7,"Hotter"
21105,2010,80.5,"Hotter"
21227,2010,79.6,"Hotter"
21229,2010,77,"Hotter"
28001,2010,83.1,"Hotter"
21089,2010,75.3,"Hotter"
21199,2010,76.6,"Hotter"
28009,2010,81,"Hotter"
21063,2010,75.4,"Hotter"
21087,2010,78.1,"Hotter"
21147,2010,75.8,"Hotter"
21163,2010,77.6,"Hotter"
28023,2010,82.3,"Hotter"
28027,2010,82.9,"Hotter"
21003,2010,79.6,"Hotter"
21083,2010,80,"Hotter"
21123,2010,77.4,"Hotter"
21169,2010,77.9,"Hotter"
21179,2010,77.7,"Hotter"
21183,2010,78.6,"Hotter"
28007,2010,81.7,"Hotter"
28019,2010,81.4,"Hotter"
28021,2010,83.1,"Hotter"
21009,2010,79.2,"Hotter"
21031,2010,79.1,"Hotter"
21093,2010,77.7,"Hotter"
21215,2010,77.4,"Hotter"
21053,2010,77,"Hotter"
21085,2010,78.1,"Hotter"
21099,2010,78.4,"Hotter"
21149,2010,79.5,"Hotter"
21207,2010,77.4,"Hotter"
21233,2010,79.7,"Hotter"
28011,2010,83.5,"Hotter"
28015,2010,82.3,"Hotter"
21029,2010,78.4,"Hotter"
21035,2010,79.9,"Hotter"
21043,2010,75.2,"Hotter"
21059,2010,79,"Hotter"
21213,2010,79.4,"Hotter"
28033,2010,83.2,"Hotter"
21045,2010,76.5,"Hotter"
21111,2010,78.5,"Hotter"
21217,2010,77.3,"Hotter"
21231,2010,76.8,"Hotter"
28051,2010,82.9,"Hotter"
47075,2010,81.4,"Hotter"
47101,2010,78.2,"Hotter"
28109,2010,82.2,"Hotter"
36005,2010,74.6,"Hotter"
36047,2010,75.2,"Hotter"
28053,2010,84.2,"Hotter"
28077,2010,82.5,"Hotter"
28083,2010,83.5,"Hotter"
28099,2010,81.2,"Hotter"
28107,2010,82.5,"Hotter"
28161,2010,82.2,"Hotter"
36103,2010,71.2,"Hotter"
47017,2010,80.5,"Hotter"
47019,2010,72,"Hotter"
47035,2010,74.6,"Hotter"
47079,2010,80.1,"Hotter"
47081,2010,78.7,"Hotter"
47083,2010,79.3,"Hotter"
28043,2010,82.3,"Hotter"
28063,2010,82.9,"Hotter"
28151,2010,84,"Hotter"
28153,2010,82.8,"Hotter"
28163,2010,83.6,"Hotter"
47039,2010,80,"Hotter"
47069,2010,81.2,"Hotter"
47097,2010,82.3,"Hotter"
28049,2010,82.7,"Hotter"
28055,2010,83.9,"Hotter"
28093,2010,81.8,"Hotter"
28149,2010,83.4,"Hotter"
28159,2010,81.6,"Hotter"
36059,2010,74.3,"Hotter"
36081,2010,74.9,"Hotter"
47023,2010,80.7,"Hotter"
47037,2010,80.1,"Hotter"
47045,2010,81.6,"Hotter"
47053,2010,81.2,"Hotter"
47085,2010,79.2,"Hotter"
28061,2010,81.7,"Hotter"
28097,2010,81.7,"Hotter"
28125,2010,84.2,"Hotter"
28135,2010,82.9,"Hotter"
36085,2010,75.3,"Hotter"
47033,2010,81.3,"Hotter"
47049,2010,75,"Hotter"
47091,2010,70.7,"Hotter"
47095,2010,81.8,"Hotter"
28045,2010,82.1,"Hotter"
28123,2010,81.4,"Hotter"
28137,2010,82.7,"Hotter"
47005,2010,80,"Hotter"
47047,2010,81.7,"Hotter"
47077,2010,80.3,"Hotter"
28103,2010,82.3,"Hotter"
28133,2010,83.8,"Hotter"
28143,2010,83.3,"Hotter"
36061,2010,75,"Hotter"
47003,2010,78.9,"Hotter"
47007,2010,75.9,"Hotter"
47009,2010,77.4,"Hotter"
47021,2010,79.8,"Hotter"
47043,2010,78.8,"Hotter"
47105,2010,78.5,"Hotter"
47129,2010,75.3,"Hotter"
47143,2010,77.2,"Hotter"
47131,2010,81,"Hotter"
47135,2010,79.3,"Hotter"
47157,2010,83.3,"Hotter"
47169,2010,79.9,"Hotter"
47117,2010,79.1,"Hotter"
47121,2010,78.4,"Hotter"
47161,2010,79.5,"Hotter"
47119,2010,79.2,"Hotter"
47137,2010,76.4,"Hotter"
47165,2010,79.7,"Hotter"
47187,2010,79.5,"Hotter"
47109,2010,80.7,"Hotter"
47113,2010,81.1,"Hotter"
47145,2010,78,"Hotter"
47183,2010,80.7,"Hotter"
47111,2010,79.1,"Hotter"
47147,2010,79.3,"Hotter"
47153,2010,76.1,"Hotter"
47159,2010,79.3,"Hotter"
47125,2010,79.5,"Hotter"
47149,2010,79.6,"Hotter"
47167,2010,82.6,"Hotter"
47171,2010,71.8,"Hotter"
47189,2010,79.6,"Hotter"
13025,2009,81.8,"Hotter"
13049,2009,82,"Hotter"
13039,2009,82.1,"Hotter"
28045,2009,81.8,"Hotter"
6069,2001,70.8,"Hotter"
36059,2001,43.1,"Hotter"
36005,2001,43.1,"Hotter"
36037,2001,35.8,"Hotter"
36045,2001,32.7,"Hotter"
36079,2001,37,"Hotter"
36119,2001,39.5,"Hotter"
36031,2001,29.3,"Hotter"
36081,2001,43.4,"Hotter"
36121,2001,34.2,"Hotter"
36065,2001,33.1,"Hotter"
36085,2001,43.2,"Hotter"
36111,2001,35.1,"Hotter"
55037,2001,25.6,"Hotter"
36047,2001,43.6,"Hotter"
36061,2001,43.3,"Hotter"
36087,2001,39,"Hotter"
36041,2001,28.7,"Hotter"
36103,2001,41.7,"Hotter"
36019,2001,30.2,"Hotter"
36033,2001,29.4,"Hotter"
36043,2001,30.4,"Hotter"
36049,2001,30.5,"Hotter"
36089,2001,31,"Hotter"
36011,2001,35.4,"Hotter"
36039,2001,34.2,"Hotter"
36075,2001,34.3,"Hotter"
36099,2001,36.3,"Hotter"
6015,2000,61.7,"Hotter"
6083,2000,65.9,"Hotter"
15003,2001,76.371,"Hotter"
8111,2000,50.8,"Hotter"
28131,2009,81.9,"Hotter"
6037,2008,73.2,"Hotter"
6073,2008,73.4,"Hotter"
6111,2008,67,"Hotter"
6065,2008,83.7,"Hotter"
6059,2008,71,"Hotter"
36085,2008,74.2,"Hotter"
36047,2008,74.1,"Hotter"
36059,2008,72.6,"Hotter"
36061,2008,74.3,"Hotter"
36103,2008,70.3,"Hotter"
6097,2006,65.9,"Hotter"
6093,2006,62.8,"Hotter"
6071,2006,85.2,"Hotter"
6015,2006,62.3,"Hotter"
6085,2006,68.2,"Hotter"
6069,2006,70.9,"Hotter"
6079,2006,70.2,"Hotter"
6037,2006,74.2,"Hotter"
6065,2006,84.8,"Hotter"
6073,2006,74.9,"Hotter"
6083,2006,66.7,"Hotter"
6023,2006,63.6,"Hotter"
6025,2006,91.5,"Hotter"
6111,2006,68.2,"Hotter"
6059,2006,72.4,"Hotter"
8029,2006,67.3,"Hotter"
8033,2006,61.3,"Hotter"
8053,2006,52.6,"Hotter"
8069,2006,61.4,"Hotter"
8085,2006,68,"Hotter"
8091,2006,60.1,"Hotter"
8113,2006,63.6,"Hotter"
8101,2006,73.2,"Hotter"
8067,2006,63.1,"Hotter"
8123,2006,71.3,"Hotter"
8077,2006,68.3,"Hotter"
8081,2006,65.1,"Hotter"
8083,2006,68.2,"Hotter"
8103,2006,64.8,"Hotter"
8031,2006,72,"Hotter"
8111,2006,50.8,"Hotter"
36009,2006,34.7,"Hotter"
36015,2006,35.6,"Hotter"
36023,2006,34.1,"Hotter"
36031,2006,29.7,"Hotter"
36043,2006,31.8,"Hotter"
36051,2006,36.8,"Hotter"
36055,2006,37.6,"Hotter"
36063,2006,37.3,"Hotter"
36071,2006,38.1,"Hotter"
36075,2006,34.8,"Hotter"
36077,2006,34.5,"Hotter"
36099,2006,37.2,"Hotter"
36117,2006,37.1,"Hotter"
36123,2006,36.1,"Hotter"
36003,2006,34.7,"Hotter"
36019,2006,29.9,"Hotter"
36059,2006,42.6,"Hotter"
36087,2006,39.9,"Hotter"
36095,2006,34.8,"Hotter"
36103,2006,42,"Hotter"
36105,2006,35.7,"Hotter"
36011,2006,36.2,"Hotter"
36025,2006,34.2,"Hotter"
36029,2006,36.5,"Hotter"
36065,2006,33.6,"Hotter"
36081,2006,43.2,"Hotter"
36091,2006,34,"Hotter"
36097,2006,35.2,"Hotter"
36007,2006,35.5,"Hotter"
36061,2006,43.2,"Hotter"
36033,2006,29.4,"Hotter"
36121,2006,35,"Hotter"
36001,2006,35.5,"Hotter"
36005,2006,43.2,"Hotter"
36027,2006,37.7,"Hotter"
36039,2006,35,"Hotter"
36041,2006,29.9,"Hotter"
36045,2006,33.7,"Hotter"
36047,2006,43.4,"Hotter"
36057,2006,35.6,"Hotter"
36067,2006,35.6,"Hotter"
36079,2006,38,"Hotter"
36085,2006,43.2,"Hotter"
36089,2006,31.4,"Hotter"
36107,2006,35.8,"Hotter"
36017,2006,34.5,"Hotter"
36037,2006,36.4,"Hotter"
36073,2006,37,"Hotter"
36083,2006,35.1,"Hotter"
36093,2006,34.8,"Hotter"
36101,2006,35,"Hotter"
36109,2006,35.5,"Hotter"
36119,2006,40.3,"Hotter"
36021,2006,36.6,"Hotter"
36035,2006,33.3,"Hotter"
36049,2006,31.1,"Hotter"
36053,2006,34,"Hotter"
36069,2006,36.8,"Hotter"
36111,2006,36.4,"Hotter"
36113,2006,31.9,"Hotter"
36115,2006,33.9,"Hotter"
55013,2006,25.7,"Hotter"
55095,2006,26.9,"Hotter"
6031,2005,50.4,"Hotter"
6047,2005,50.2,"Hotter"
5019,2021,54.5,"Hotter"
5049,2021,48.6,"Hotter"
5057,2021,54.4,"Hotter"
5061,2021,54.2,"Hotter"
5069,2021,55.6,"Hotter"
5087,2021,50,"Hotter"
5089,2021,49.5,"Hotter"
5091,2021,56.5,"Hotter"
5119,2021,53.9,"Hotter"
5127,2021,52.7,"Hotter"
5133,2021,55.1,"Hotter"
16023,2021,65.5,"Hotter"
5011,2021,57.1,"Hotter"
5031,2021,51.1,"Hotter"
5037,2021,52.8,"Hotter"
5047,2021,51.7,"Hotter"
5059,2021,54.5,"Hotter"
5065,2021,49.5,"Hotter"
5067,2021,51.3,"Hotter"
5075,2021,50,"Hotter"
5077,2021,52.7,"Hotter"
5097,2021,53.4,"Hotter"
5111,2021,52,"Hotter"
5131,2021,53.1,"Hotter"
16003,2021,64.5,"Hotter"
16011,2021,67.7,"Hotter"
5003,2021,58,"Hotter"
5005,2021,49.4,"Hotter"
5009,2021,49.9,"Hotter"
5045,2021,52.8,"Hotter"
5051,2021,53.5,"Hotter"
5079,2021,56.1,"Hotter"
5105,2021,52.4,"Hotter"
5113,2021,53,"Hotter"
16005,2021,67.8,"Hotter"
16007,2021,62.4,"Hotter"
16009,2021,64.6,"Hotter"
5007,2021,50.8,"Hotter"
5015,2021,50.1,"Hotter"
5017,2021,57.7,"Hotter"
5025,2021,55.9,"Hotter"
5043,2021,57,"Hotter"
5083,2021,51.8,"Hotter"
5093,2021,52.2,"Hotter"
5095,2021,53,"Hotter"
5115,2021,50.7,"Hotter"
5117,2021,54,"Hotter"
5135,2021,49.1,"Hotter"
16019,2021,63.6,"Hotter"
16021,2021,61.4,"Hotter"
5013,2021,56.3,"Hotter"
5071,2021,50.8,"Hotter"
5073,2021,56.5,"Hotter"
5137,2021,49.9,"Hotter"
5143,2021,50.9,"Hotter"
16015,2021,64.4,"Hotter"
5001,2021,54.6,"Hotter"
5023,2021,51.3,"Hotter"
5027,2021,56.8,"Hotter"
5041,2021,55.3,"Hotter"
5053,2021,55,"Hotter"
5101,2021,49.4,"Hotter"
5141,2021,50.2,"Hotter"
5145,2021,52.7,"Hotter"
5147,2021,52.7,"Hotter"
16001,2021,73.9,"Hotter"
16013,2021,65,"Hotter"
5021,2021,50.4,"Hotter"
5029,2021,51.9,"Hotter"
5033,2021,51.8,"Hotter"
5035,2021,53.8,"Hotter"
5055,2021,50.6,"Hotter"
5063,2021,50.6,"Hotter"
5125,2021,53.6,"Hotter"
5129,2021,49,"Hotter"
9015,2021,68.9,"Hotter"
5039,2021,55,"Hotter"
5081,2021,55.7,"Hotter"
5085,2021,54.3,"Hotter"
5099,2021,54.5,"Hotter"
5103,2021,55.6,"Hotter"
5107,2021,53.4,"Hotter"
5109,2021,53.6,"Hotter"
5121,2021,49.5,"Hotter"
5123,2021,53,"Hotter"
5139,2021,57.6,"Hotter"
5149,2021,52,"Hotter"
16017,2021,63.8,"Hotter"
16039,2021,69.4,"Hotter"
16043,2021,62.4,"Hotter"
16065,2021,65.6,"Hotter"
16027,2021,74.6,"Hotter"
16067,2021,70.6,"Hotter"
16033,2021,63.3,"Hotter"
16061,2021,65.1,"Hotter"
16069,2021,69.3,"Hotter"
16047,2021,73.5,"Hotter"
16049,2021,60.7,"Hotter"
16053,2021,73,"Hotter"
16025,2021,63.8,"Hotter"
16029,2021,63.9,"Hotter"
16031,2021,68.7,"Hotter"
16057,2021,65.4,"Hotter"
16059,2021,60.7,"Hotter"
16051,2021,67.5,"Hotter"
16071,2021,70.2,"Hotter"
16035,2021,62.9,"Hotter"
16037,2021,59.7,"Hotter"
16041,2021,67.6,"Hotter"
16045,2021,70.9,"Hotter"
16055,2021,64.7,"Hotter"
16063,2021,71.2,"Hotter"
16077,2021,68.6,"Hotter"
16079,2021,62,"Hotter"
37009,2021,43,"Hotter"
37015,2021,51.4,"Hotter"
37031,2021,55.6,"Hotter"
37033,2021,49.5,"Hotter"
37035,2021,50.2,"Hotter"
37041,2021,52.1,"Hotter"
37067,2021,48.9,"Hotter"
37075,2021,46.6,"Hotter"
37083,2021,49.5,"Hotter"
37089,2021,47.4,"Hotter"
37129,2021,57,"Hotter"
37137,2021,54.5,"Hotter"
37143,2021,51.8,"Hotter"
37151,2021,51.2,"Hotter"
37159,2021,50.4,"Hotter"
37167,2021,51.3,"Hotter"
37171,2021,46.4,"Hotter"
37195,2021,52.3,"Hotter"
38011,2021,69.9,"Hotter"
38045,2021,71.2,"Hotter"
37003,2021,49.2,"Hotter"
37005,2021,43,"Hotter"
37025,2021,51,"Hotter"
37049,2021,54.3,"Hotter"
37051,2021,52.5,"Hotter"
37057,2021,50.4,"Hotter"
37153,2021,52.5,"Hotter"
37169,2021,47.8,"Hotter"
37175,2021,46.1,"Hotter"
37181,2021,49,"Hotter"
37187,2021,52.9,"Hotter"
37189,2021,44.1,"Hotter"
37193,2021,47.4,"Hotter"
38031,2021,70,"Hotter"
16073,2021,69,"Hotter"
16081,2021,61.6,"Hotter"
37007,2021,52.1,"Hotter"
37019,2021,55.5,"Hotter"
37021,2021,46,"Hotter"
37059,2021,49.2,"Hotter"
37061,2021,52.6,"Hotter"
37109,2021,50.3,"Hotter"
37127,2021,50.8,"Hotter"
37135,2021,49.7,"Hotter"
37147,2021,53,"Hotter"
37179,2021,51.7,"Hotter"
37183,2021,51.3,"Hotter"
16083,2021,69.9,"Hotter"
37017,2021,53.3,"Hotter"
37063,2021,50.1,"Hotter"
37071,2021,50.2,"Hotter"
37073,2021,50.4,"Hotter"
37077,2021,49,"Hotter"
37085,2021,51.6,"Hotter"
37111,2021,47.8,"Hotter"
37115,2021,46.3,"Hotter"
37117,2021,52.1,"Hotter"
37121,2021,44.6,"Hotter"
37133,2021,55.1,"Hotter"
37149,2021,50.4,"Hotter"
37173,2021,45.2,"Hotter"
37185,2021,48.8,"Hotter"
37199,2021,43.9,"Hotter"
38019,2021,67.6,"Hotter"
16087,2021,70,"Hotter"
37093,2021,52.5,"Hotter"
37107,2021,53.1,"Hotter"
37119,2021,51.4,"Hotter"
37157,2021,49.2,"Hotter"
37165,2021,53.1,"Hotter"
37177,2021,53.5,"Hotter"
38027,2021,70,"Hotter"
38043,2021,70.4,"Hotter"
16075,2021,74.3,"Hotter"
16085,2021,60,"Hotter"
37011,2021,44.2,"Hotter"
37027,2021,48.8,"Hotter"
37039,2021,48.2,"Hotter"
37045,2021,49.7,"Hotter"
37079,2021,53,"Hotter"
37097,2021,49.7,"Hotter"
37113,2021,45.2,"Hotter"
37125,2021,51.6,"Hotter"
37145,2021,48.7,"Hotter"
37155,2021,53.6,"Hotter"
37163,2021,51.8,"Hotter"
38003,2021,70.4,"Hotter"
38015,2021,70.8,"Hotter"
38039,2021,69.7,"Hotter"
37013,2021,53.2,"Hotter"
37023,2021,49,"Hotter"
37029,2021,51.2,"Hotter"
37053,2021,51.5,"Hotter"
37069,2021,50.3,"Hotter"
37087,2021,44.1,"Hotter"
37091,2021,50,"Hotter"
37095,2021,54.3,"Hotter"
37099,2021,44.8,"Hotter"
37105,2021,51,"Hotter"
37131,2021,48.8,"Hotter"
37139,2021,51.6,"Hotter"
37197,2021,47.7,"Hotter"
38005,2021,69.4,"Hotter"
37001,2021,50.2,"Hotter"
37037,2021,50.8,"Hotter"
37043,2021,46.5,"Hotter"
37047,2021,54,"Hotter"
37055,2021,54.3,"Hotter"
37065,2021,51.5,"Hotter"
37081,2021,50.3,"Hotter"
37101,2021,51.8,"Hotter"
37103,2021,54.1,"Hotter"
37123,2021,51.5,"Hotter"
37141,2021,55,"Hotter"
37161,2021,49.6,"Hotter"
37191,2021,52.3,"Hotter"
38021,2021,71.1,"Hotter"
38063,2021,69.2,"Hotter"
38083,2021,69.8,"Hotter"
38093,2021,70.4,"Hotter"
38077,2021,71.8,"Hotter"
38073,2021,71.1,"Hotter"
38099,2021,69.6,"Hotter"
38071,2021,69.5,"Hotter"
38095,2021,67.9,"Hotter"
38055,2021,69.6,"Hotter"
38067,2021,69.6,"Hotter"
38103,2021,69.2,"Hotter"
5145,2018,81.2,"Hotter"
37165,2018,80.9,"Hotter"
37093,2018,80.1,"Hotter"
37129,2018,80.2,"Hotter"
37019,2018,80,"Hotter"
37153,2018,80.7,"Hotter"
16059,2016,57.8,"Hotter"
16041,2016,64.5,"Hotter"
16071,2016,66.2,"Hotter"
5001,2015,53,"Hotter"
5039,2015,51.3,"Hotter"
5055,2015,48.7,"Hotter"
5079,2015,53.2,"Hotter"
5093,2015,50.7,"Hotter"
5101,2015,45.3,"Hotter"
5111,2015,50.6,"Hotter"
5115,2015,48,"Hotter"
9005,2015,41.2,"Hotter"
9011,2015,45.4,"Hotter"
16013,2015,63.7,"Hotter"
16025,2015,61.9,"Hotter"
16029,2015,62.4,"Hotter"
16031,2015,67.1,"Hotter"
16049,2015,61.9,"Hotter"
16051,2015,66.8,"Hotter"
5007,2015,45.7,"Hotter"
5013,2015,52.4,"Hotter"
5019,2015,50.9,"Hotter"
5059,2015,50.5,"Hotter"
5065,2015,47.2,"Hotter"
5069,2015,52,"Hotter"
5121,2015,47.5,"Hotter"
5125,2015,50.4,"Hotter"
5127,2015,48.6,"Hotter"
9001,2015,45.2,"Hotter"
9007,2015,44.5,"Hotter"
16001,2015,74.2,"Hotter"
16005,2015,66.2,"Hotter"
16015,2015,63.9,"Hotter"
16047,2015,71.7,"Hotter"
5031,2015,49.4,"Hotter"
5051,2015,50,"Hotter"
5061,2015,50.1,"Hotter"
5067,2015,50,"Hotter"
5075,2015,48.4,"Hotter"
5083,2015,48.5,"Hotter"
5117,2015,51.2,"Hotter"
5129,2015,46.4,"Hotter"
5133,2015,50.6,"Hotter"
9013,2015,42.2,"Hotter"
16019,2015,62.5,"Hotter"
16037,2015,58.7,"Hotter"
16043,2015,61.9,"Hotter"
16053,2015,71.1,"Hotter"
5011,2015,53.2,"Hotter"
5045,2015,49.9,"Hotter"
5109,2015,50,"Hotter"
5119,2015,50.9,"Hotter"
5145,2015,50,"Hotter"
16023,2015,64.7,"Hotter"
16055,2015,66.6,"Hotter"
5049,2015,46.5,"Hotter"
5077,2015,52.5,"Hotter"
5085,2015,51.1,"Hotter"
5105,2015,50,"Hotter"
5139,2015,53,"Hotter"
9009,2015,44.6,"Hotter"
9015,2015,43,"Hotter"
16011,2015,66.5,"Hotter"
16021,2015,61.6,"Hotter"
5009,2015,45.2,"Hotter"
5021,2015,47.9,"Hotter"
5037,2015,51.7,"Hotter"
5041,2015,53.9,"Hotter"
5047,2015,47.3,"Hotter"
5053,2015,51,"Hotter"
5107,2015,53,"Hotter"
5135,2015,47.4,"Hotter"
5141,2015,47.7,"Hotter"
5147,2015,51.2,"Hotter"
5149,2015,49.4,"Hotter"
9003,2015,42.7,"Hotter"
16007,2015,61.3,"Hotter"
16033,2015,62.4,"Hotter"
16035,2015,64.2,"Hotter"
16041,2015,66.3,"Hotter"
5017,2015,55.1,"Hotter"
5023,2015,48.6,"Hotter"
5025,2015,52.2,"Hotter"
5029,2015,49.2,"Hotter"
5043,2015,53.8,"Hotter"
5071,2015,47,"Hotter"
5089,2015,45.9,"Hotter"
5095,2015,52.2,"Hotter"
5097,2015,49.3,"Hotter"
5099,2015,51.6,"Hotter"
5123,2015,52.1,"Hotter"
5137,2015,47.5,"Hotter"
16003,2015,65.3,"Hotter"
16009,2015,65.7,"Hotter"
16017,2015,64.2,"Hotter"
16045,2015,71.9,"Hotter"
5003,2015,54.3,"Hotter"
5005,2015,46.6,"Hotter"
5035,2015,52.3,"Hotter"
5063,2015,48.5,"Hotter"
5081,2015,51.8,"Hotter"
5113,2015,48.4,"Hotter"
5131,2015,48.7,"Hotter"
16027,2015,75.1,"Hotter"
16039,2015,68.9,"Hotter"
16077,2015,67,"Hotter"
16083,2015,69.1,"Hotter"
37003,2015,51,"Hotter"
37013,2015,80,"Hotter"
37015,2015,56.5,"Hotter"
37023,2015,51.1,"Hotter"
37051,2015,57.4,"Hotter"
16069,2015,68.1,"Hotter"
16079,2015,63.5,"Hotter"
37007,2015,80.6,"Hotter"
37025,2015,54.2,"Hotter"
37049,2015,59.4,"Hotter"
37059,2015,52,"Hotter"
37085,2015,56.2,"Hotter"
16057,2015,65.1,"Hotter"
16059,2015,60.2,"Hotter"
37011,2015,46.4,"Hotter"
37019,2015,80.4,"Hotter"
37029,2015,56.9,"Hotter"
37031,2015,80,"Hotter"
37039,2015,49.8,"Hotter"
37055,2015,59.2,"Hotter"
37057,2015,52.9,"Hotter"
37069,2015,54.3,"Hotter"
37079,2015,57.5,"Hotter"
37013,2015,59.2,"Hotter"
37033,2015,52.3,"Hotter"
37047,2015,59.5,"Hotter"
37049,2015,80,"Hotter"
37067,2015,52,"Hotter"
16067,2015,68.8,"Hotter"
16075,2015,74.5,"Hotter"
16081,2015,60.9,"Hotter"
16085,2015,60.2,"Hotter"
37017,2015,58.7,"Hotter"
37037,2015,54.7,"Hotter"
37041,2015,56.9,"Hotter"
37045,2015,52.4,"Hotter"
37073,2015,55.7,"Hotter"
37077,2015,52.6,"Hotter"
37081,2015,53.1,"Hotter"
37083,2015,54.4,"Hotter"
16063,2015,68.8,"Hotter"
37005,2015,47.4,"Hotter"
37021,2015,49.4,"Hotter"
37027,2015,50.7,"Hotter"
37031,2015,61.7,"Hotter"
37035,2015,52.1,"Hotter"
37047,2015,80.5,"Hotter"
37061,2015,79.3,"Hotter"
37063,2015,53.6,"Hotter"
37079,2015,80.3,"Hotter"
16061,2015,64.4,"Hotter"
16071,2015,68.4,"Hotter"
16073,2015,68.9,"Hotter"
37017,2015,80.3,"Hotter"
37019,2015,60.1,"Hotter"
37061,2015,57.9,"Hotter"
37065,2015,56,"Hotter"
37071,2015,53.8,"Hotter"
16065,2015,64.1,"Hotter"
16087,2015,71.1,"Hotter"
37001,2015,53.8,"Hotter"
37007,2015,57.2,"Hotter"
37009,2015,46.4,"Hotter"
37043,2015,49.3,"Hotter"
37053,2015,57.3,"Hotter"
37075,2015,48.5,"Hotter"
37091,2015,55.5,"Hotter"
37097,2015,52,"Hotter"
37099,2015,47.5,"Hotter"
37109,2015,52.8,"Hotter"
37111,2015,51.2,"Hotter"
37121,2015,47.5,"Hotter"
37129,2015,80.6,"Hotter"
37135,2015,53.3,"Hotter"
37169,2015,51.1,"Hotter"
37171,2015,50.1,"Hotter"
37179,2015,79.9,"Hotter"
37187,2015,58,"Hotter"
37199,2015,47.6,"Hotter"
37095,2015,60.3,"Hotter"
37103,2015,79.7,"Hotter"
37113,2015,48.6,"Hotter"
37127,2015,55,"Hotter"
37129,2015,60.4,"Hotter"
37133,2015,79.6,"Hotter"
37141,2015,79.8,"Hotter"
37145,2015,51.9,"Hotter"
37117,2015,79.1,"Hotter"
37131,2015,54.4,"Hotter"
37137,2015,80.4,"Hotter"
37147,2015,57.8,"Hotter"
37175,2015,49.4,"Hotter"
37179,2015,55.7,"Hotter"
37193,2015,50.3,"Hotter"
37195,2015,56.4,"Hotter"
37089,2015,50.4,"Hotter"
37115,2015,49.4,"Hotter"
37125,2015,56.9,"Hotter"
37143,2015,56.9,"Hotter"
37163,2015,57.3,"Hotter"
37165,2015,80.8,"Hotter"
37187,2015,79.1,"Hotter"
37191,2015,79.9,"Hotter"
37093,2015,80.2,"Hotter"
37095,2015,79.7,"Hotter"
37107,2015,80.4,"Hotter"
37107,2015,57.9,"Hotter"
37125,2015,79.4,"Hotter"
37155,2015,58.8,"Hotter"
37159,2015,52.8,"Hotter"
37181,2015,52.7,"Hotter"
37087,2015,46.6,"Hotter"
37119,2015,54.7,"Hotter"
37133,2015,59.6,"Hotter"
37137,2015,60.9,"Hotter"
37165,2015,57.8,"Hotter"
37173,2015,47.6,"Hotter"
37101,2015,56.2,"Hotter"
37123,2015,56.5,"Hotter"
37141,2015,59.3,"Hotter"
37151,2015,54.2,"Hotter"
37153,2015,57.7,"Hotter"
37155,2015,81,"Hotter"
37167,2015,55.2,"Hotter"
37185,2015,53.2,"Hotter"
37197,2015,51,"Hotter"
37093,2015,57.5,"Hotter"
37103,2015,58.8,"Hotter"
37105,2015,55.6,"Hotter"
37117,2015,57.3,"Hotter"
37119,2015,79.3,"Hotter"
37139,2015,57.1,"Hotter"
37147,2015,79.9,"Hotter"
37149,2015,53.2,"Hotter"
37153,2015,80.5,"Hotter"
37157,2015,52,"Hotter"
37161,2015,52.6,"Hotter"
37177,2015,58.6,"Hotter"
37183,2015,54.9,"Hotter"
37189,2015,46.7,"Hotter"
37191,2015,57.2,"Hotter"
5053,2011,83.4,"Hotter"
5061,2011,82.1,"Hotter"
5003,2011,83.8,"Hotter"
5019,2011,83,"Hotter"
5031,2011,82.1,"Hotter"
5033,2011,81.2,"Hotter"
5063,2011,80.6,"Hotter"
